ID;time;temperature_2m (・・C);relative_humidity_2m (%);dew_point_2m (・・C);apparent_temperature (・・C);precipitation (mm);pressure_msl (hPa);surface_pressure (hPa);cloud_cover (%);cloud_cover_low (%);cloud_cover_mid (%);cloud_cover_high (%);vapour_pressure_deficit (kPa);wind_speed_10m (km/h);wind_speed_100m (km/h);wind_direction_10m (・・);wind_direction_100m (・・);wind_gusts_10m (km/h);soil_temperature_0_to_7cm (・・C);soil_temperature_7_to_28cm (・・C);soil_temperature_28_to_100cm (・・C);soil_temperature_100_to_255cm (・・C);soil_moisture_0_to_7cm (m?/m?);soil_moisture_7_to_28cm (m?/m?);soil_moisture_28_to_100cm (m?/m?);soil_moisture_100_to_255cm (m?/m?);shortwave_radiation (W/m?);direct_radiation (W/m?);diffuse_radiation (W/m?);direct_normal_irradiance (W/m?);global_tilted_irradiance (W/m?);terrestrial_radiation (W/m?);is_day ();sunshine_duration (s);electricity_shutdown
107;2022-01-05T10:00;#N/A;69;21,4;32,8;#N/A;1011,8;988;#N/A;#N/A;3;36;1,16;5,4;6,1;228;#N/A;16,9;28;25,3;25,6;25,4;0,215;0,235;#N/A;0,318;752;593;159;729,5;752;1149,9;1;3600;0
108;2022-01-05T11:00;#N/A;66;21,5;33,9;0;1011,3;987,6;21;8;3;41;1,3;8,3;10,1;214;215;21,6;29,2;25,6;25,6;25,4;0,212;0,234;0,229;0,317;897;732;165;798,3;897;1297,1;1;3600;0
109;2022-01-05T12:00;#N/A;64;21,3;34,1;0;1010,8;#N/A;14;#N/A;7;7;#N/A;10,3;13,2;205;206;#N/A;29,9;25,9;25,6;25,4;0,209;0,232;0,229;0,317;926;772;154;802,5;926;1360,9;1;#N/A;0
110;2022-01-05T13:00;#N/A;62;21,1;34,1;0;1010,2;986,6;21;#N/A;7;17;1,56;10,1;12,6;207;207;#N/A;30,4;26,2;25,6;25,4;0,206;0,231;0,228;0,317;880;706;174;747;880;1337;1;3600;0
111;2022-01-05T14:00;28,5;#N/A;21,1;32,3;0;1009,4;985,7;44;30;15;27;1,4;11,3;14,2;211;210;25,6;30,3;26,5;25,6;25,4;0,204;0,229;0,228;0,317;720;553;167;637,6;720;1227;1;3600;#N/A
112;2022-01-05T15:00;28,1;67;21,3;31,3;0,2;1009,2;985,5;#N/A;33;16;20;1,27;9,5;12,4;217;#N/A;25,2;29,9;26,7;25,6;25,4;0,204;0,228;0,227;0,317;564;409;155;557,2;564;#N/A;1;3600;0
113;2022-01-05T16:00;27,6;68;21,2;30,8;#N/A;1009,1;985,4;38;#N/A;9;39;1,18;9;11,8;#N/A;218;21,6;29,3;26,9;25,6;25,4;0,204;0,228;0,227;0,317;436;289;147;521,5;436;784;1;3600;0
114;2022-01-05T17:00;26,8;#N/A;21,6;30,6;#N/A;1009,5;985,7;#N/A;16;5;94;0,95;#N/A;9,7;221;#N/A;19,4;28,5;27;25,6;25,4;0,203;0,227;0,227;0,317;250;176;74;517,5;250;481,1;1;3600;0
115;2022-01-05T18:00;#N/A;87;22,7;29,6;0;1010;986;33;5;1;94;0,42;5,6;8,9;225;220;12,6;27,5;27,1;25,6;25,4;0,203;0,227;0,226;0,317;58;33;25;221,2;58;150,4;1;2308,92;0
116;2022-01-05T19:00;#N/A;#N/A;22,2;28,4;0;1010,7;986,7;45;19;0;92;0,4;8;11,3;207;197;#N/A;28,1;27;25,6;25,4;0,196;0,223;0,226;0,317;0;0;0;0;0;0;0;0;#N/A
117;2022-01-05T20:00;25,2;82;21,8;29,2;#N/A;1011,7;987,7;42;12;3;99;0,59;5,5;8,8;203;#N/A;9,7;26,8;27;25,6;25,4;0,196;0,223;0,226;0,317;0;0;0;0;0;0;0;0;0
118;2022-01-05T21:00;25,1;81;21,5;29,4;0;1012;988;#N/A;3;0;81;#N/A;2,5;3,8;315;#N/A;6,5;25,9;26,9;25,6;25,4;0,196;0,223;0,226;0,317;0;0;0;0;0;0;0;0;0
119;2022-01-05T22:00;#N/A;#N/A;21,3;27,1;#N/A;1011,7;987,6;31;#N/A;0;100;0,32;#N/A;4,5;342;299;6,5;25,1;26,8;25,6;25,4;0,197;0,223;#N/A;0,317;0;0;0;0;0;0;0;0;0
120;2022-01-05T23:00;23,5;85;20,9;26,9;#N/A;1011,7;987,6;20;0;0;66;0,42;6;9,4;343;313;#N/A;24,6;26,6;25,6;25,4;0,197;0,222;0,225;0,317;0;0;0;0;0;#N/A;0;0;0
121;2022-01-06T00:00;#N/A;82;20,2;26,1;0;1011,7;987,6;#N/A;0;4;36;0,5;8,1;13,8;339;317;13,3;24,3;26,4;25,7;25,4;0,197;0,222;0,225;0,317;0;0;0;0;0;#N/A;0;0;0
122;2022-01-06T01:00;23;81;19,5;25,5;#N/A;1011,4;987,2;11;0;9;20;0,54;8;13,7;342;315;#N/A;24;26,2;25,7;25,4;0,197;0,222;0,225;0,317;0;0;0;0;0;0;0;0;0
123;2022-01-06T02:00;#N/A;82;19,3;25,1;0;1010,8;986,6;#N/A;0;12;10;0,5;6,6;12,3;338;308;13;23,7;26,1;25,7;25,4;0,198;0,222;0,225;0,317;0;0;0;0;0;0;0;0;0
124;2022-01-06T03:00;22,5;81;19,2;24,9;0;1010,6;#N/A;15;0;13;23;0,51;7,2;12;333;309;11,9;23,4;25,9;25,7;25,4;0,198;0,222;0,224;0,317;0;0;0;0;0;0;0;0;0
125;2022-01-06T04:00;#N/A;82;19,1;24,7;0;1010,8;986,6;#N/A;0;67;87;0,47;6,4;10,9;333;304;12,2;23,2;25,7;25,7;25,4;0,198;0,222;0,224;0,316;0;0;0;0;0;0;0;0;0
126;2022-01-06T05:00;#N/A;#N/A;19,1;24,5;0;1011,2;987;#N/A;0;76;6;0,41;5,3;8;332;306;10,4;23;25,5;25,7;25,4;0,198;0,222;0,224;0,316;0;0;0;0;0;0;0;0;#N/A
127;2022-01-06T06:00;#N/A;83;19,5;25,5;#N/A;1011,6;987,4;17;5;21;0;0,47;#N/A;7,9;#N/A;309;8,6;22,9;25,3;25,7;25,4;0,198;0,221;0,224;0,316;13;4;9;42,6;13;71,2;1;0;0
128;2022-01-06T07:00;25,1;80;21,4;29;#N/A;1012,5;988,5;37;0;11;100;0,64;4,3;5;312;300;13,3;24,5;25,2;25,6;25,4;0,197;0,221;#N/A;0,316;174;117;57;501,7;174;329,9;1;3600;0
129;2022-01-06T08:00;#N/A;74;21,5;30,3;#N/A;1012,7;988,8;30;0;0;99;0,9;6,2;7,7;277;281;15,5;25,8;25,2;25,6;25,4;0,196;0,22;0,223;0,316;397;309;88;674;397;648,5;1;3600;0
130;2022-01-06T09:00;27,4;73;22,1;31,8;0;1012,6;988,8;8;4;0;13;0,98;7,3;9,1;261;263;19,1;27,2;25,3;25,6;25,4;0,195;0,219;0,222;0,316;635;532;103;811;635;927,9;1;3600;0
131;2022-01-06T10:00;28,5;69;22,2;33,9;0;1012,1;988,4;35;12;4;74;1,21;8,3;10,4;268;272;20,9;28,6;25,6;25,6;25,4;0,192;0,218;0,222;0,316;813;691;122;850,6;813;1149,1;1;3600;#N/A
132;2022-01-06T11:00;#N/A;65;22,1;35,5;0;1011,6;988;#N/A;3;2;39;1,45;8,2;10,2;255;260;23,8;29,8;25,8;25,6;25,4;0,19;0,216;0,221;0,316;923;790;133;861,6;923;#N/A;1;3600;0
133;2022-01-06T12:00;29,8;63;22;35,3;0,6;1010,8;987,2;#N/A;26;22;96;1,56;11,5;13,8;229;231;26,6;30,6;26,2;25,6;25,4;0,191;0,215;0,221;0,316;937;810;127;841,6;937;1361,5;1;3600;#N/A
134;2022-01-06T13:00;#N/A;70;23,3;36,1;1,1;1010,6;987;#N/A;19;49;99;1,2;6,5;8;199;207;27;30,7;26,5;25,6;25,4;0,199;0,214;0,22;0,316;898;750;148;792,8;898;1338,2;1;3600;0
135;2022-01-06T14:00;#N/A;79;22,1;30,4;#N/A;1010,9;987;100;39;95;100;0,72;8,1;10,2;249;#N/A;22;30;26,7;25,6;25,4;0,247;0,214;0,22;0,316;626;415;211;477,8;626;1228,7;1;3600;0
136;2022-01-06T15:00;26,6;78;22,4;31,1;0,2;1010,4;986,6;62;8;#N/A;93;0,76;#N/A;5,3;305;298;19,1;29,3;26,9;25,7;25,4;0,247;0,214;0,22;0,316;479;301;178;409,2;479;1040,4;1;3600;#N/A
137;2022-01-06T16:00;#N/A;78;22,9;31,3;#N/A;1010,3;986,5;29;#N/A;9;23;0,78;7,8;9,7;248;248;19,8;29,2;27,1;25,7;25,4;0,244;0,214;0,22;0,316;491;378;113;680,1;491;786,2;1;3600;0
138;2022-01-06T17:00;#N/A;84;21,5;27,4;2,3;1011,2;#N/A;100;94;#N/A;70;#N/A;#N/A;15,6;302;299;#N/A;27,9;27,2;25,7;25,4;0,268;0,214;#N/A;0,316;234;147;87;430,2;234;483,4;1;3600;#N/A
139;2022-01-06T18:00;#N/A;86;21,4;27,1;0,1;1011;#N/A;#N/A;11;4;54;0,42;10,1;13,9;343;335;20,9;26,2;27,1;25,7;25,4;0,265;0,215;0,219;0,316;37;14;23;93,4;37;152,5;1;647,94;#N/A
140;2022-01-06T19:00;#N/A;#N/A;20,7;26,1;#N/A;1012;987,9;63;24;24;91;0,41;#N/A;14,8;328;311;#N/A;25,3;26,9;25,7;25,4;0,222;0,211;0,219;0,315;0;0;0;0;0;0;0;0;0
141;2022-01-06T20:00;23,7;85;20,9;26,7;0;1012,6;988,5;53;18;13;96;#N/A;9,1;15;326;312;16,2;24,6;26,7;25,7;25,4;0,222;0,211;0,219;0,315;0;0;0;0;0;0;0;0;0
142;2022-01-06T21:00;#N/A;84;21,2;27,3;0;1013,3;989,2;#N/A;#N/A;3;16;0,47;8,4;13,5;329;#N/A;14,8;24,3;26,5;25,7;25,4;0,222;0,211;0,218;0,315;0;0;0;0;0;#N/A;0;0;0
143;2022-01-06T22:00;#N/A;85;21,1;26,9;0;1013,3;989,2;20;14;4;18;0,45;9;14,5;331;318;14,8;24;26,3;25,7;25,4;0,222;0,211;0,218;0,315;0;0;0;0;0;0;0;0;0
144;2022-01-06T23:00;23,3;85;20,7;26;0;1012,6;988,4;17;10;0;28;0,43;10,6;16,4;#N/A;322;17,6;23,7;26,1;25,7;25,4;0,221;0,211;0,218;0,315;0;0;0;0;0;0;0;0;#N/A
145;2022-01-07T00:00;23,2;83;20,2;25,2;#N/A;1011,8;987,7;17;7;0;36;0,48;13,4;19,8;340;327;#N/A;23,5;25,9;25,7;25,4;0,221;0,211;0,218;0,315;0;0;0;0;0;0;0;0;0
146;2022-01-07T01:00;#N/A;83;20,1;24,8;0;1011,4;987,3;32;16;0;58;0,48;15,6;22,2;345;335;25,6;23,4;25,7;25,7;25,4;0,221;0,211;0,218;0,315;0;0;0;0;0;0;0;0;0
147;2022-01-07T02:00;23,3;82;20;25;#N/A;1011,4;987,3;59;33;0;97;0,52;14,6;21,3;344;336;25,6;23,3;25,6;25,7;25,4;0,22;0,212;0,217;0,315;0;0;0;0;0;#N/A;0;0;0
148;2022-01-07T03:00;#N/A;80;19,7;24,9;#N/A;1011,4;987,3;50;#N/A;3;97;0,56;14,6;22,4;344;336;#N/A;23,3;25,4;25,7;25,4;0,22;0,212;0,217;0,315;0;0;0;0;0;0;0;0;0
149;2022-01-07T04:00;23,3;80;19,7;25,1;#N/A;1011,2;987,1;39;5;8;98;0,57;13,2;21,3;338;330;23,8;23,2;25,2;25,7;25,4;0,22;0,212;#N/A;0,315;0;0;0;0;0;0;0;#N/A;0
150;2022-01-07T05:00;23,1;#N/A;19,6;25,2;0;1011,4;987,3;11;6;9;0;0,54;10,6;18,7;332;320;21,6;23,1;25,1;25,7;25,4;0,22;0,212;0,217;0,315;0;0;0;0;0;0;0;0;0
151;2022-01-07T06:00;#N/A;#N/A;20,1;25,8;0;1012,1;987,9;47;18;11;81;0,44;#N/A;11;319;308;16,9;23;25;25,7;25,4;0,219;0,212;#N/A;0,315;12;4;8;43;12;69,8;1;0;0
152;2022-01-07T07:00;#N/A;80;21,7;29,1;0;1012,9;988,9;#N/A;13;8;78;0,65;7,2;10;307;#N/A;14;24,4;24,9;25,7;25,4;0,222;0,214;0,216;0,315;147;90;57;388,9;147;327,4;1;3600;0
153;2022-01-07T08:00;#N/A;73;21,3;29,9;0;1013,2;989,3;33;#N/A;13;31;#N/A;7,9;9,7;270;274;16,9;25,6;24,9;25,7;25,4;0,22;0,214;0,216;0,315;372;271;101;593;372;646,5;1;#N/A;0
154;2022-01-07T09:00;#N/A;71;21,4;30,2;0,2;1013,3;989,4;42;#N/A;11;15;#N/A;10,8;14,1;270;273;23,4;26,7;25;25,7;25,4;0,22;0,213;0,216;0,315;566;447;119;682,5;566;926,5;1;3600;0
155;2022-01-07T10:00;#N/A;69;21,7;31,9;0,1;1012,9;989,1;#N/A;27;7;22;1,18;#N/A;14,1;264;267;24,5;27,7;25,2;25,7;25,4;0,218;0,213;0,215;0,315;689;512;177;630,7;689;1148,3;1;#N/A;0
156;2022-01-07T11:00;28,7;#N/A;21,6;33,3;0,2;1012,2;988,5;41;26;20;18;#N/A;11,5;14,4;256;257;25,9;28,8;25,5;25,7;25,4;0,217;0,212;0,215;0,314;835;658;177;717,7;835;1296,9;1;3600;0
157;2022-01-07T12:00;#N/A;66;21,8;33,6;0,2;1011,6;#N/A;60;25;#N/A;71;1,36;11,9;15,3;235;236;#N/A;29,5;25,7;25,7;25,4;0,215;0,211;0,214;0,314;845;625;220;649,1;845;1362,1;1;3600;0
158;2022-01-07T13:00;#N/A;#N/A;21,7;32,5;0,5;1011,4;#N/A;73;32;51;45;1,23;#N/A;17,6;241;#N/A;29,2;29,8;26;25,7;25,4;0,216;0,21;#N/A;0,314;820;647;173;683,3;820;1339,4;1;3600;0
159;2022-01-07T14:00;27,5;75;22,6;31,8;0,6;1010,9;987,1;52;16;55;16;0,92;8;10,4;252;256;29,2;29,3;26,3;25,7;25,4;0,219;0,209;0,214;0,314;578;295;283;339,2;578;1230,4;1;3600;0
160;2022-01-07T15:00;#N/A;#N/A;22,4;30,3;0,4;1010,9;#N/A;60;14;66;25;0,84;#N/A;16,2;268;267;29,5;29;26,5;25,7;25,4;0,22;0,209;0,213;0,314;505;336;169;455,9;505;1042,5;1;3600;0
161;2022-01-07T16:00;#N/A;84;21,5;27,5;1,2;1011,5;987,5;100;17;100;100;0,5;11,2;15,3;320;317;28,4;27,6;26,6;25,7;25,4;0,229;0,209;0,213;0,314;297;160;137;287,1;297;788,4;1;3600;0
162;2022-01-07T17:00;#N/A;84;21,8;27,8;0,3;1011,7;#N/A;88;#N/A;89;43;0,51;12,1;17,9;337;330;#N/A;26,4;26,6;25,7;25,4;0,231;0,209;0,213;0,314;159;45;114;131,1;159;485,6;1;#N/A;#N/A
163;2022-01-07T18:00;#N/A;#N/A;21,3;27,5;0;1012,1;988;28;4;16;51;0,51;9,9;18,2;327;326;#N/A;25,5;26,5;25,7;25,4;0,23;0,209;0,213;0,314;54;20;34;132,7;54;154,6;1;1424,77;0
164;2022-01-07T19:00;24,4;81;21;27,3;0;1013;988,9;#N/A;9;100;100;0,57;10,8;16,6;334;319;18,7;25,5;26,7;25,7;25,4;0,212;0,21;0,212;0,314;0;0;0;0;0;0;0;0;0
165;2022-01-07T20:00;#N/A;80;20,7;27;0;1013,3;989,2;97;8;100;100;0,6;11;16,1;337;320;18,4;25,2;26,6;25,7;25,4;0,211;0,21;0,212;0,314;0;0;0;0;0;#N/A;0;0;0
166;2022-01-07T21:00;#N/A;80;20,6;26,6;0;1013,7;989,6;75;8;#N/A;100;0,62;13,2;19,8;338;327;21,6;25;26,4;25,7;25,4;0,211;0,21;0,212;0,314;0;0;0;0;0;0;0;#N/A;#N/A
167;2022-01-07T22:00;#N/A;80;20,5;26,1;0,2;1013,4;989,3;72;6;#N/A;100;0,59;14,5;22,7;337;327;23,8;24,7;26,3;25,7;25,4;0,212;0,21;0,211;0,314;0;0;0;0;0;0;0;0;0
168;2022-01-07T23:00;#N/A;80;20,3;25,9;#N/A;1012,7;988,6;#N/A;2;74;94;0,6;#N/A;24,1;332;322;24,8;24,4;26,2;25,7;25,4;0,213;0,209;0,211;0,314;0;0;0;0;0;0;0;0;0
169;2022-01-08T00:00;#N/A;76;19,3;25,5;0;1011,8;#N/A;#N/A;0;17;94;0,71;12,6;22;#N/A;322;24,5;24,2;26;25,7;25,4;0,213;0,209;0,211;0,314;0;0;0;0;0;0;0;0;0
170;2022-01-08T01:00;23,6;73;18,4;25,4;0,1;1011,2;#N/A;#N/A;#N/A;39;84;0,79;8,9;16,6;333;319;20,5;23,9;25,8;25,7;25,4;0,213;0,209;#N/A;0,314;0;0;0;0;0;0;0;0;#N/A
171;2022-01-08T02:00;#N/A;72;17,8;24,4;0,1;1010,5;986,4;72;#N/A;68;100;0,79;10,3;17,1;335;#N/A;16,2;23,6;25,7;25,7;25,4;0,213;0,209;0,211;0,314;0;0;0;0;0;0;0;0;0
172;2022-01-08T03:00;#N/A;70;17,4;24;#N/A;1010,1;986;68;1;62;99;0,87;13,4;22,7;329;327;22,3;23,4;25,5;25,7;25,4;0,213;0,209;#N/A;0,313;0;0;0;0;0;0;0;0;0
173;2022-01-08T04:00;23,5;69;17,4;24,4;0;1009,9;985,8;#N/A;1;80;99;0,91;12,2;22,1;326;326;#N/A;23,3;25,4;25,7;25,4;0,213;0,209;0,21;0,313;0;0;0;0;0;0;0;0;0
174;2022-01-08T05:00;#N/A;72;17,9;25,3;0,1;1010,4;986,3;29;#N/A;1;93;0,81;6,6;14,3;319;317;19,8;23,2;25,2;25,7;25,4;0,214;0,209;0,21;0,313;0;0;0;0;0;0;0;0;0
175;2022-01-08T06:00;#N/A;78;18,8;25,5;0;1011,1;987;35;0;8;100;#N/A;4,8;8,7;318;308;10,8;22,9;25,1;25,7;25,4;0,214;0,209;0,21;0,313;12;3;9;32,6;12;68,4;1;0;0
176;2022-01-08T07:00;25,1;72;19,7;27,5;0;1011,7;987,7;#N/A;#N/A;7;94;0,89;9,6;15,7;326;328;10,4;24;25,1;25,7;25,4;0,209;0,21;#N/A;0,313;152;80;72;348,3;152;324,8;1;3600;0
177;2022-01-08T08:00;26,7;68;20,4;29,8;0;1012,4;988,5;#N/A;3;18;89;1,12;#N/A;9;292;299;16,6;25,3;25,1;25,7;25,4;0,208;0,209;0,209;0,313;392;293;99;643,1;392;644,4;1;3600;0
178;2022-01-08T09:00;#N/A;68;21,1;31,5;#N/A;1012,4;988,6;13;0;6;32;1,19;5,9;7,2;259;267;16,6;26,8;25,2;25,7;25,4;0,206;0,208;0,209;0,313;593;452;141;691,1;593;925,1;1;3600;0
179;2022-01-08T10:00;28,4;#N/A;21,4;33,5;0;1012,2;988,5;#N/A;6;20;68;1,32;6,2;7,1;234;240;#N/A;28,3;25,4;25,7;25,4;0,203;0,207;0,208;0,313;771;606;165;746,9;771;1147,6;1;3600;0
180;2022-01-08T11:00;29,1;65;21,8;35,1;0;1011,5;987,8;#N/A;8;#N/A;94;1,42;5,5;6,8;247;252;#N/A;29,5;25,7;25,7;25,4;0,2;0,206;0,208;0,313;873;701;172;764,6;873;1296,8;1;3600;0
181;2022-01-08T12:00;29,6;66;22,6;36,5;0;1010,5;986,9;#N/A;1;16;100;1,4;6,1;7,2;230;233;19,1;30,7;26;25,7;25,4;0,196;0,205;0,207;0,313;955;823;132;854,3;955;#N/A;1;3600;0
182;2022-01-08T13:00;#N/A;70;23,4;36,5;0;1009,8;986,2;44;9;10;100;#N/A;7,2;8,5;207;208;20,9;31,3;26,3;25,7;25,4;0,193;0,203;0,207;0,313;922;784;138;827,2;922;1340,6;1;3600;0
183;2022-01-08T14:00;#N/A;#N/A;22,9;32,2;4;1009,5;985,7;69;#N/A;24;100;0,73;9,8;12,3;253;249;25,2;30,8;26,7;25,7;25,4;0,236;0,203;0,206;0,313;794;647;147;742,8;794;1232,1;1;3600;#N/A
184;2022-01-08T15:00;27,3;77;23;31,8;1,3;1008,9;985,1;54;17;14;100;#N/A;6,8;8,6;3;2;23,4;29,4;26,9;25,7;25,4;0,251;0,203;0,206;0,313;423;145;278;196,4;423;1044,5;1;3600;0
185;2022-01-08T16:00;#N/A;#N/A;22,5;30,4;1,4;1009,3;985,4;#N/A;12;34;99;#N/A;3,1;3,9;234;248;15,5;28;27;25,7;25,4;0,262;0,204;0,206;0,313;219;67;152;119,9;219;790,7;1;#N/A;0
186;2022-01-08T17:00;25,5;85;22,7;30,3;#N/A;1009,7;985,8;61;19;#N/A;99;0,51;#N/A;5,5;292;293;9;27,2;27;25,7;25,4;0,259;0,205;0,206;0,313;153;27;126;78,3;153;487,8;1;548,6;0
187;2022-01-08T18:00;#N/A;87;22,8;29,6;0;1010,1;986,1;46;1;25;100;0,41;5,6;12,7;310;315;10,8;26,4;27;25,7;25,4;0,256;0,206;0,206;0,312;47;15;32;99;47;156,6;1;771,43;0
188;2022-01-08T19:00;24,4;87;22,2;28,4;#N/A;1010,5;986,5;35;2;6;100;0,39;7,4;14,1;313;308;#N/A;27;26,9;25,7;25,4;0,271;0,209;#N/A;0,312;0;0;0;0;0;#N/A;0;0;0
189;2022-01-08T20:00;#N/A;89;22,7;28,7;0;1011,1;987,1;34;#N/A;5;100;0,33;#N/A;14,4;306;302;#N/A;25,8;26,9;25,7;25,4;0,267;0,211;0,205;0,312;0;0;0;0;0;0;0;0;0
190;2022-01-08T21:00;24,3;91;22,7;28,4;0;1011,7;987,6;40;#N/A;13;100;0,28;8,7;14,8;322;311;15,1;25,2;26,7;25,8;25,4;0,264;0,212;0,205;0,312;0;0;0;0;0;0;0;0;0
191;2022-01-08T22:00;23,7;92;22,4;28,1;0;1012,2;#N/A;63;8;#N/A;100;0,22;5,1;10,9;262;261;14,4;24,7;26,6;25,8;25,4;0,261;0,212;#N/A;0,312;0;0;0;0;0;0;0;0;0
192;2022-01-08T23:00;23,3;97;22,8;28,2;#N/A;1012;987,9;57;15;22;100;0,09;#N/A;8,1;252;249;11,2;24,5;26,4;25,8;25,4;0,259;0,213;0,204;0,312;0;0;0;0;0;0;0;0;0
193;2022-01-09T00:00;#N/A;98;22,4;27,3;0;1011,1;986,9;#N/A;5;9;100;0,06;4,1;6,5;315;304;5,8;24,3;26,2;25,8;25,4;0,256;0,214;0,204;0,312;0;0;0;0;0;0;0;0;0
194;2022-01-09T01:00;#N/A;96;21,9;26,8;0;1010,7;986,5;42;7;9;100;0,12;4,6;9,5;309;307;7,6;23,9;26;25,8;25,5;0,254;0,215;0,204;0,312;0;0;0;0;0;0;0;0;0
195;2022-01-09T02:00;22,7;94;21,7;26,7;0;1010,5;#N/A;31;0;#N/A;100;0,17;#N/A;11,8;315;310;#N/A;23,7;25,9;25,8;25,4;0,253;0,215;0,204;0,312;0;0;0;0;0;0;0;0;0
196;2022-01-09T03:00;21,8;95;20,9;25,3;0;1009,8;985,6;#N/A;9;5;60;0,14;#N/A;7,2;303;297;#N/A;23,3;25,7;25,8;25,4;0,251;0,216;#N/A;0,312;0;0;0;0;0;0;0;0;0
197;2022-01-09T04:00;#N/A;95;20,7;24,9;0;1009,9;985,7;28;10;19;24;0,12;#N/A;6,3;304;#N/A;7,6;23;25,5;25,8;25,5;0,25;0,216;#N/A;0,312;0;0;0;0;0;0;0;0;#N/A
198;2022-01-09T05:00;#N/A;93;21,1;25,8;0;1010;985,8;#N/A;9;7;47;0,2;6,9;13,5;313;#N/A;#N/A;22,9;25,3;25,8;25,4;0,248;0,216;0,203;0,312;0;0;0;0;0;0;0;0;0
199;2022-01-09T06:00;#N/A;92;21,2;26,2;0;1010,2;986;#N/A;#N/A;5;51;0,22;6,2;11,9;306;299;12,2;22,9;25,1;25,8;25,4;0,247;0,217;0,203;0,312;11;4;7;43,9;11;67,1;1;0;0
200;2022-01-09T07:00;#N/A;85;22;28,9;0;1011,5;#N/A;45;14;15;78;0,48;5,4;8,5;307;306;18;24,4;25;25,7;25,5;0,248;0,219;0,203;0,312;148;75;73;329,1;148;322,3;1;#N/A;0
201;2022-01-09T08:00;26,2;81;22,7;30,6;0;1011,2;987,3;36;#N/A;3;98;0,63;6,6;8,5;299;306;#N/A;25,6;25;25,7;25,5;0,246;0,219;0,202;0,312;382;288;94;634,1;382;642,4;1;3600;0
202;2022-01-09T09:00;#N/A;85;23,8;31,8;#N/A;1011,6;987,7;#N/A;26;8;65;0,53;7,6;9,8;251;253;22,3;27,1;25,2;25,7;25,5;0,243;0,219;0,202;0,312;612;487;125;745,8;612;#N/A;1;3600;0
203;2022-01-09T10:00;27,7;80;24;33,9;0,2;1011,1;987,3;100;100;1;77;0,74;#N/A;8,7;221;225;22;28,4;25,4;25,7;25,5;0,242;0,218;0,202;0,311;739;543;196;669,7;739;1146,9;1;3600;0
204;2022-01-09T11:00;#N/A;82;23,7;31,8;#N/A;1010,3;#N/A;100;#N/A;8;95;0,66;8,4;10,6;#N/A;242;24,1;28,6;25,6;25,7;25,5;0,241;0,218;#N/A;0,311;519;111;408;121,1;519;1296,8;1;#N/A;0
205;2022-01-09T12:00;25,1;88;22,9;29,5;#N/A;1010,4;#N/A;#N/A;89;37;100;0,39;#N/A;11,4;260;259;31,7;28,2;25,9;25,7;25,5;0,338;0,224;0,201;0,311;592;228;364;236,5;592;1363,3;1;3600;0
206;2022-01-09T13:00;26,1;86;23,6;30,7;0,7;1009,7;985,8;100;100;14;99;0,46;#N/A;11;246;247;22;28;26;25,7;25,5;0,318;0,232;0,201;0,311;429;72;357;75,9;429;1341,8;1;476,87;0
207;2022-01-09T14:00;#N/A;87;22,7;29,3;9,4;1009,6;985,7;100;59;97;100;0,41;#N/A;10,1;337;333;26,6;27,3;26,2;25,7;25,5;0,335;0,268;0,201;0,311;338;25;313;28,7;338;1233,8;1;0;#N/A
208;2022-01-09T15:00;25;86;22,4;29,3;0,5;1008,8;984,9;48;11;14;100;0,45;#N/A;8,9;310;310;17,3;26,2;26,2;25,7;25,5;0,321;0,274;0,201;0,311;89;3;86;4,1;89;1046,5;1;0;0
209;2022-01-09T16:00;#N/A;83;22,3;29,5;0,1;1008,6;984,7;64;36;2;100;0,56;6,7;8,8;286;289;14,4;26,2;26,2;25,7;25,5;0,312;0,276;0,201;0,311;220;20;200;35,7;220;792,9;1;0;#N/A
210;2022-01-09T17:00;24,8;87;22,5;28,8;0,4;1009;985,1;63;23;21;100;0,41;8,7;13;318;318;#N/A;25,7;26,1;25,7;25,5;0,307;0,278;0,201;0,311;144;15;129;43,3;144;490;1;0;0
211;2022-01-09T18:00;24,1;91;22,6;28,8;0;1009,4;985,4;52;#N/A;13;100;0,27;4,1;9,6;285;290;15,1;25,1;26,1;25,7;25,5;0,302;0,279;0,201;0,311;22;0;22;0;22;158,6;1;0;0
212;2022-01-09T19:00;23,9;92;22,4;28,3;0;1009,8;985,8;51;15;12;100;#N/A;5,1;12;315;319;7,6;25,3;25,9;25,7;25,5;0,269;0,225;0,2;0,311;0;0;0;0;0;0;0;0;0
213;2022-01-09T20:00;23,9;90;22,2;28,2;0;1010,3;986,2;44;12;6;100;0,29;5,4;12,2;307;317;9,4;24,6;25,8;25,7;25,5;0,266;0,226;0,2;0,311;0;0;0;0;0;0;0;#N/A;#N/A
214;2022-01-09T21:00;#N/A;89;22;27,9;0;1010,7;986,6;43;13;2;100;0,31;6,6;13;#N/A;318;11,2;24,2;25,7;25,7;25,5;0,264;0,227;0,2;0,311;0;0;0;0;0;0;0;0;0
215;2022-01-09T22:00;23,5;90;21,7;27,5;0;1011,1;987;47;11;#N/A;100;0,3;#N/A;11,2;309;310;11,5;23,9;25,6;25,7;25,5;0,261;0,228;0,199;0,311;0;0;0;0;0;0;0;0;0
